
         1406614 function calls (1383283 primitive calls) in 3.797 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:6322(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6517(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6527(__new__)
        4    0.000    0.000    0.000    0.000 core.py:6521(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
      5/3    0.000    0.000    0.000    0.000 :0(view)
        2    0.000    0.000    0.000    0.000 core.py:2966(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:2940(_update_from)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        4    0.000    0.000    0.000    0.000 core.py:3405(dtype)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 core.py:3115(view)
        1    0.000    0.000    0.000    0.000 core.py:6545(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6620(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6712(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6821(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6832(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6837(getdoc)
       50    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        9    0.000    0.000    0.000    0.000 _globals.py:86(__repr__)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:6721(__init__)
       14    0.000    0.000    0.016    0.001 core.py:115(doc_note)
     6805    0.000    0.000    0.000    0.000 :0(expandtabs)
       14    0.000    0.000    0.000    0.000 __init__.py:198(split)
        1    0.000    0.000    0.000    0.000 core.py:8209(_convert2ma)
       14    0.000    0.000    0.000    0.000 core.py:8222(__init__)
       14    0.000    0.000    0.000    0.000 core.py:8227(getdoc)
       14    0.000    0.000    0.000    0.000 core.py:8239(_replace_return_type)
        1    0.000    0.000    0.016    0.016 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
       10    0.000    0.000    0.000    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:1519(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:187(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:158(_register_known_types)
        6    0.000    0.000    0.000    0.000 getlimits.py:34(__init__)
       38    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
       44    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       38    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       37    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
       37    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1571(_array_str_implementation)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1564(_guarded_repr_or_str)
       23    0.000    0.000    0.000    0.000 :0(discard)
        1    0.000    0.000    0.000    0.000 __init__.py:255(<dictcomp>)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 __init__.py:335(_sanity_check)
       34    0.000    0.000    0.000    0.000 numeric.py:150(ones)
       47    0.000    0.000    0.000    0.000 :0(empty)
       34    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
       34    0.000    0.000    0.000    0.000 multiarray.py:1079(copyto)
        1    0.000    0.000    0.000    0.000 :0(dot)
        1    0.000    0.000    0.000    0.000 :0(_set_madvise_hugepage)
        1    0.000    0.000    0.000    0.000 :0(_reload_guard)
        1    0.000    0.000    0.000    0.000 :0(_set_promotion_state)
        1    0.000    0.000    0.000    0.000 :0(get_version)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 traceback.py:247(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:372(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:615(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 traceback.py:638(TracebackException)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
       16    0.000    0.000    0.000    0.000 :0(__init_subclass__)
        3    0.000    0.000    0.000    0.000 _parser.py:286(seek)
        4    0.000    0.000    0.000    0.000 :0(ascii_tolower)
        4    0.000    0.000    0.000    0.000 :0(ascii_iscased)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        2    0.000    0.000    0.000    0.000 :0(time)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
        3    0.000    0.000    0.000    0.000 :0(LCMapStringEx)
        1    0.000    0.000    0.000    0.000 __init__.py:280(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:421(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:454(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:435(validate)
     9273    0.000    0.000    0.000    0.000 :0(search)
        1    0.000    0.000    0.000    0.000 __init__.py:711(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:790(Filterer)
        7    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        7    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1237(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1243(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
       30    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
       31    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
       33    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
       33    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
       33    0.000    0.000    0.000    0.000 :0(release)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:248(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
       29    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1308(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        3    0.000    0.000    0.000    0.000 :0(register)
        1    0.000    0.000    0.000    0.000 __init__.py:2213(NullHandler)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 dataclasses.py:173(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:178(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 dataclasses.py:185(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:191(_KW_ONLY_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:200(_FIELD_BASE)
        3    0.000    0.000    0.000    0.000 dataclasses.py:201(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:246(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:273(Field)
        3    0.000    0.000    0.000    0.000 dataclasses.py:228(_recursive_repr)
        1    0.000    0.000    0.000    0.000 dataclasses.py:337(_DataclassParams)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.016    0.016 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.016    0.016 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:67(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        6    0.000    0.000    0.016    0.003 enum.py:893(_convert_)
        6    0.000    0.000    0.000    0.000 enum.py:910(<listcomp>)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      868    0.000    0.000    0.000    0.000 :0(isupper)
       41    0.000    0.000    0.000    0.000 enum.py:916(<lambda>)
        6    0.000    0.000    0.000    0.000 enum.py:920(<dictcomp>)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        3    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        3    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:192(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:215(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:392(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:401(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:412(_NotIterable)
        1    0.000    0.000    0.000    0.000 typing.py:430(_SpecialForm)
        8    0.000    0.000    0.000    0.000 typing.py:337(_tp_cache)
        8    0.000    0.000    0.000    0.000 typing.py:341(decorator)
       19    0.000    0.000    0.000    0.000 typing.py:397(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:473(_LiteralSpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:480(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing.py:492(Any)
       15    0.000    0.000    0.000    0.000 typing.py:433(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:817(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:910(_PickleUsingNameMixin)
        1    0.000    0.000    0.000    0.000 typing.py:917(_BoundVarianceMixin)
        1    0.000    0.000    0.000    0.000 typing.py:954(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1022(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1101(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing.py:1125(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 typing.py:1149(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing.py:1236(_BaseGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1314(_GenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1539(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1582(_CallableGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1599(_CallableType)
        1    0.000    0.000    0.000    0.000 typing.py:1633(_TupleType)
        1    0.000    0.000    0.000    0.000 typing.py:1647(_UnionGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1685(_LiteralGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1697(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1740(_UnpackGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1769(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1877(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1968(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1996(Protocol)
       15    0.000    0.000    0.000    0.000 typing.py:1839(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:2095(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing.py:2141(Annotated)
        9    0.000    0.000    0.000    0.000 typing.py:999(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:925(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:1008(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:1943(_caller)
      198    0.000    0.000    0.000    0.000 typing.py:168(_type_check)
      238    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
       40    0.000    0.000    0.000    0.000 typing.py:1540(__init__)
      138    0.000    0.000    0.000    0.000 typing.py:1245(__init__)
      963    0.000    0.000    0.016    0.000 typing.py:1284(__setattr__)
     1025    0.000    0.000    0.016    0.000 typing.py:1233(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:2744(SupportsInt)
       11    0.000    0.000    0.000    0.000 typing.py:2030(__init_subclass__)
       22    0.000    0.000    0.000    0.000 typing.py:2035(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:2208(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing.py:2754(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:2764(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:2774(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:2784(SupportsIndex)
  206/192    0.000    0.000    0.016    0.000 typing.py:345(inner)
        4    0.000    0.000    0.000    0.000 typing.py:1792(__class_getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:1806(<genexpr>)
      385    0.000    0.000    0.000    0.000 :0(all)
        4    0.000    0.000    0.000    0.000 typing.py:1813(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:906(_is_typevar_like)
       98    0.000    0.000    0.016    0.000 typing.py:1340(__init__)
      327    0.000    0.000    0.000    0.000 typing.py:1345(<genexpr>)
      103    0.000    0.000    0.000    0.000 typing.py:245(_collect_parameters)
        5    0.000    0.000    0.000    0.000 typing.py:1516(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing.py:2794(SupportsAbs)
      325    0.000    0.000    0.000    0.000 typing.py:1352(__eq__)
       62    0.000    0.000    0.000    0.000 typing.py:1274(__getattr__)
        1    0.000    0.000    0.000    0.000 typing.py:2804(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:2832(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2909(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:3085(NewType)
        1    0.000    0.000    0.000    0.000 typing.py:3152(IO)
       17    0.000    0.000    0.000    0.000 typing.py:1550(__getitem__)
       39    0.000    0.000    0.000    0.000 typing.py:1555(<genexpr>)
       19    0.000    0.000    0.000    0.000 typing.py:273(_check_generic)
       38    0.000    0.000    0.000    0.000 typing.py:1559(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:3251(BinaryIO)
    54/40    0.000    0.000    0.016    0.000 typing.py:468(__getitem__)
       40    0.000    0.000    0.016    0.000 typing.py:645(Union)
      130    0.000    0.000    0.000    0.000 typing.py:677(<genexpr>)
       40    0.000    0.000    0.000    0.000 typing.py:308(_remove_dups_flatten)
       40    0.000    0.000    0.000    0.000 typing.py:294(_deduplicate)
        1    0.000    0.000    0.000    0.000 typing.py:3265(TextIO)
       14    0.000    0.000    0.000    0.000 typing.py:685(Optional)
       14    0.000    0.000    0.000    0.000 typing.py:447(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:3300(_DeprecatedType)
        1    0.000    0.000    0.000    0.000 typing.py:3313(io)
      4/2    0.000    0.000    0.000    0.000 typing.py:3301(__getattribute__)
        1    0.000    0.000    0.000    0.000 typing.py:3328(re)
       17    0.000    0.000    0.000    0.000 typing.py:1605(__getitem__)
       16    0.000    0.000    0.000    0.000 typing.py:1619(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 typing.py:1600(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1364(__ror__)
  147/102    0.000    0.000    0.000    0.000 typing.py:1358(__hash__)
       51    0.000    0.000    0.000    0.000 typing.py:1628(<genexpr>)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
       21    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
       58    0.000    0.000    0.000    0.000 typing.py:1643(<genexpr>)
   106/64    0.000    0.000    0.000    0.000 typing.py:1656(__hash__)
      248    0.000    0.000    0.000    0.000 typing.py:1651(__eq__)
        8    0.000    0.000    0.000    0.000 typing.py:1640(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:55(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:65(_BaseVersion)
        1    0.000    0.000    0.016    0.016 version.py:157(Version)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 deprecation.py:223(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 deprecation.py:308(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 __init__.py:27(classproperty)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:455(_GzipReader)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 __init__.py:33(__getattr__)
      102    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
      102    0.000    0.000    0.016    0.000 deprecation.py:128(deprecate)
       31    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
      102    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
       31    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
       21    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        4    0.000    0.000    0.000    0.000 __init__.py:197(caching_module_getattr)
        4    0.000    0.000    0.000    0.000 __init__.py:218(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:101(_StrongRef)
        1    0.000    0.000    0.000    0.000 __init__.py:129(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:339(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:581(maxdict)
        8    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
        1    0.000    0.000    0.000    0.000 __init__.py:602(Stack)
        1    0.000    0.000    0.000    0.000 __init__.py:791(Grouper)
        1    0.000    0.000    0.000    0.000 __init__.py:887(GrouperView)
        1    0.000    0.000    0.000    0.000 __init__.py:893(_GrouperMethodForwarder)
        7    0.000    0.000    0.000    0.000 __init__.py:894(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:897(__set_name__)
       63    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
        1    0.000    0.000    0.000    0.000 __init__.py:1285(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2038(_OrderedSet)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 _docstring.py:50(_ArtistKwdocLoader)
        1    0.000    0.000    0.000    0.000 _docstring.py:64(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 _docstring.py:76(__init__)
        1    0.000    0.000    0.312    0.312 rcsetup.py:1(<module>)
        1    0.000    0.000    0.141    0.141 colors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        2    0.000    0.000    0.047    0.023 common.py:1(<module>)
        1    0.000    0.000    0.016    0.016 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 common.py:25(DTDForbidden)
        1    0.000    0.000    0.000    0.000 common.py:39(EntitiesForbidden)
        1    0.000    0.000    0.000    0.000 common.py:56(ExternalReferenceForbidden)
        1    0.000    0.000    0.000    0.000 common.py:71(NotSupportedError)
        3    0.000    0.000    0.000    0.000 ElementTree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        2    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        2    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        2    0.000    0.000    0.000    0.000 ElementTree.py:477(QName)
        2    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        2    0.000    0.000    0.000    0.000 ElementTree.py:1105(_ListDataStream)
        2    0.000    0.000    0.000    0.000 ElementTree.py:1272(XMLPullParser)
        2    0.000    0.000    0.000    0.000 ElementTree.py:1384(TreeBuilder)
        2    0.000    0.000    0.000    0.000 ElementTree.py:1506(XMLParser)
        2    0.000    0.000    0.000    0.000 ElementTree.py:1767(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 :0(_set_factories)
        1    0.000    0.000    0.000    0.000 ElementTree.py:36(_get_py3_cls)
        8    0.000    0.000    0.047    0.006 __init__.py:108(import_module)
        8    0.000    0.000    0.047    0.006 <frozen importlib._bootstrap>:1194(_gcd_import)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_sanity_check)
        1    0.000    0.000    0.000    0.000 ElementTree.py:79(DefusedXMLParser)
        1    0.000    0.000    0.000    0.000 common.py:88(_generate_etree_functions)
        1    0.000    0.000    0.047    0.047 ExifTags.py:1(<module>)
        1    0.000    0.000    0.016    0.016 ExifTags.py:20(Base)
       12    0.000    0.000    0.000    0.000 enum.py:794(__iter__)
        1    0.000    0.000    0.016    0.016 ExifTags.py:294(<dictcomp>)
      362    0.000    0.000    0.000    0.000 enum.py:798(<genexpr>)
      364    0.000    0.000    0.000    0.000 enum.py:1240(name)
        1    0.000    0.000    0.000    0.000 ExifTags.py:304(GPS)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
        1    0.000    0.000    0.016    0.016 ExifTags.py:343(Interop)
        1    0.000    0.000    0.000    0.000 ExifTags.py:351(IFD)
        1    0.000    0.000    0.000    0.000 ExifTags.py:359(LightSource)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 TiffTags.py:419(_populate)
      146    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
       29    0.000    0.000    0.000    0.000 __init__.py:2081(getLogger)
       29    0.000    0.000    0.000    0.000 __init__.py:1327(getLogger)
       28    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
        6    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:85(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:89(DecompressionBombError)
        1    0.000    0.000    0.016    0.016 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
