Fri May  5 16:38:17 2023    oldoutput.dat

         88164445 function calls (88156347 primitive calls) in 51.921 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:705(_compute_offset)
       40    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:367(height)
      444    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:1777(transform)
      142    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\markers.py:302(_set_fillstyle)
    64/32    0.000    0.000    0.004    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2367(frozen)
      180    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:1196(_set_markercolor)
      215    0.000    0.000    0.005    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:343(_set_facecolor)
      757    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFD4C2CA4B0}
       54    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
      335    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:63(_scale_dashes)
        1    0.000    0.000    0.000    0.000 {built-in method drawImage}
      390    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      414    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:451(get_transform)
       15    0.000    0.000    0.000    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      240    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:438(set_transform)
      893    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       90    0.000    0.000    0.006    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:93(_get_text_metrics_with_cache)
      229    0.000    0.000    0.012    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:147(<lambda>)
      238    0.000    0.000    0.002    0.000 {built-in method builtins.all}
      135    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:928(set_clip_path)
       42    0.000    0.000    0.012    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:1335(update_from)
      395    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\pyplot.py:872(_auto_draw_if_interactive)
      714    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:1753(<lambda>)
       45    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:1200(findfont)
       20    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2822(nonsingular)
       30    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:624(translated)
       97    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:985(set_color)
      139    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:1000(set_horizontalalignment)
     2673    0.000    0.000    0.000    0.000 {built-in method math.factorial}
      142    0.000    0.000    0.014    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\markers.py:228(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\lib\stride_tricks.py:416(_broadcast_shape)
   102/51    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2444(inverted)
       63    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:844(<dictcomp>)
      275    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2417(transform_non_affine)
      200    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:1097(set_label)
     2044    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\copy.py:182(_deepcopy_atomic)
       93    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
  638/400    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
      100    0.000    0.000    0.008    0.000 <__array_function__ internals>:177(std)
       26    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\backend_qt.py:750(set_message)
       88    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:516(_format_maybe_minus_and_locale)
     1095    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       37    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
      990    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\colors.py:394(<genexpr>)
      141    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:1048(set_visible)
       32    0.000    0.000    0.014    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:1994(inaxes)
      348    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:263(y0)
      398    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\__init__.py:1269(is_interactive)
      349    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\copyreg.py:104(__newobj__)
      102    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:1179(_set_artist_props)
      110    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:384(set_linewidth)
      135    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:929(_set_gc_clip)
      139    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:1249(set_verticalalignment)
      393    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\figure.py:68(_stale_figure_callback)
       32    0.000    0.000    0.013    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:158(contains_point)
       99    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:932(update_from_data_xy)
       16    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\lib\function_base.py:1319(diff)
       64    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2457(__init__)
       26    0.000    0.000    0.009    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:3126(_mouse_event_to_message)
       99    0.000    0.000    0.014    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:1395(contains_branch_seperately)
       54    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2902(_interval_contains_close)
      396    0.000    0.000    0.009    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:1705(__eq__)
      165    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
        6    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
        1    0.000    0.000    0.112    0.112 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_axes.py:6493(hist)
      120    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\cbook\__init__.py:1314(is_math_text)
      420    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\_api\__init__.py:154(<genexpr>)
       17    0.000    0.000    0.004    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:3898(format_xdata)
        1    0.000    0.000    0.001    0.001 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\cbook\__init__.py:1353(_reshape_2D)
       32    0.000    0.000    0.014    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:2009(<listcomp>)
       12    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:744(_set_order_of_magnitude)
      963    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\multiarray.py:736(dot)
      120    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:635(set_data)
      105    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:496(set_hatch)
      843    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\path.py:211(vertices)
      153    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(concatenate)
       14    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:351(_apply_params)
      504    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\copy.py:264(<genexpr>)
       15    0.000    0.000    0.017    0.001 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:293(draw)
        9    0.000    0.000    0.020    0.002 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:416(__init__)
       15    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      157    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\colors.py:237(_check_color_like)
       15    0.000    0.000    0.004    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\backend_agg.py:200(draw_text)
      405    0.000    0.000    0.000    0.000 {built-in method math.cos}
       47    0.000    0.000    0.009    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:132(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:116(_process_radius)
     1221    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2122(get_matrix)
       99    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\path.py:466(cleaned)
      597    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:1132(sticky_edges)
      150    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\cbook\__init__.py:831(clean)
      2/1    0.000    0.000    0.137    0.137 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\image.py:113(_draw_list_compositing_images)
     1045    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\fromnumeric.py:2401(_all_dispatcher)
      270    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:1256(<genexpr>)
       36    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\lib\stride_tricks.py:480(broadcast_arrays)
      119    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\fromnumeric.py:2307(any)
       34    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\cbook\__init__.py:2190(_g_sig_digits)
     1320    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:1803(get_affine)
       26    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:1549(_mouse_handler)
      105    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:434(set_fill)
       26    0.000    0.000    0.013    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:3148(mouse_move)
       31    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:1490(get_font)
      222    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:893(copy)
      216    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       47    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:221(update)
      127    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:790(unit)
       95    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:729(set_style)
        1    0.000    0.000    0.003    0.003 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\backend_qtagg.py:18(paintEvent)
       64    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2492(get_matrix)
      135    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:683(new_gc)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      323    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       70    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\linalg\linalg.py:483(inv)
      157    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\colors.py:218(is_color_like)
       36    0.000    0.000    0.014    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:1261(_process)
       33    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:455(update_position)
   100/62    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:917(get_xaxis_transform)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
    63/57    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:841(_unstale_viewLim)
       26    0.000    0.000    0.000    0.000 {built-in method pos}
      206    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:1162(_set_lim)
       71    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:1307(set_fontproperties)
       12    0.000    0.000    0.009    0.001 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:855(clear)
       95    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:742(set_variant)
      109    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:456(set_capstyle)
       24    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\_methods.py:92(_clip_dep_is_scalar_nan)
       90    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:247(fix_minus)
      690    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:763(rotation_point)
      105    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\hatch.py:182(_validate_hatch_pattern)
       32    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\backend_qt.py:379(<listcomp>)
       11    0.000    0.000    0.019    0.002 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:477(__init__)
       67    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\fromnumeric.py:2802(amin)
   118/72    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:997(get_yaxis_transform)
       31    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\backend_agg.py:263(_prepare_font)
       14    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:2010(_validate_steps)
      637    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      501    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2307(get_matrix)
        3    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\socket.py:220(__init__)
        6    0.000    0.000    0.004    0.001 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:1486(get_minorticklocs)
       68    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       28    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:348(update_from)
        1    0.000    0.000    0.001    0.001 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\figure.py:2373(__init__)
        2    0.000    0.000    0.003    0.001 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\qt_compat.py:177(_maybe_allow_interrupt)
       31    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:1270(_find_fonts_by_props)
       17    0.000    0.000    0.004    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:3908(format_ydata)
       41    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:516(update_position)
      236    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      635    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       78    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:1217(set_rotation)
      364    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:300(axes)
       60    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:1122(set_linewidth)
       60    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:1406(set_dash_capstyle)
        6    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\numeric.py:2354(within_tol)
       12    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:1899(scale_range)
       23    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\pathlib.py:484(_parse_args)
       60    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:1283(_preprocess_math)
       20    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\getlimits.py:540(smallest_normal)
      405    0.000    0.000    0.000    0.000 {built-in method math.sin}
       20    0.000    0.000    0.038    0.002 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:1544(_get_tick)
      101    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2426(transform_path_non_affine)
      126    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:715(set_family)
       28    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:1832(_set_formatter)
        1    0.000    0.000   51.922   51.922 {built-in method builtins.exec}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       16    0.000    0.000    0.003    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\backend_agg.py:221(get_text_width_height_descent)
       62    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\pathlib.py:147(splitroot)
      119    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(any)
       42    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:131(__getstate__)
        4    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backends\backend_qt.py:383(_get_key)
        6    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:2474(get_tick_space)
        2    0.000    0.000    0.087    0.044 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:1368(draw)
      255    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:963(set_foreground)
       26    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\weakref.py:68(__call__)
      120    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:913(set_capstyle)
      199    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:1864(inverted)
      105    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:632(get_snap)
       41    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:2673(__init__)
      120    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:891(set_alpha)
       20    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axis.py:208(_apply_tickdir)
       99    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(vstack)
      106    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:304(set_antialiased)
       18    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\cbook\__init__.py:221(connect)
      100    0.000    0.000    0.009    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:250(__array__)
       14    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:533(set_useMathText)
      105    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\patches.py:476(set_joinstyle)
        1    0.000    0.000    0.000    0.000 {built-in method addToolBar}
       71    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:1030(set_linespacing)
        1    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:2854(<listcomp>)
      206    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\core\_methods.py:38(_amax)
      120    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:908(set_antialiased)
      275    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      102    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\font_manager.py:608(_from_any)
       60    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:1064(set_drawstyle)
        1    0.000    0.000    0.029    0.029 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:574(__init__)
       40    0.000    0.000    0.002    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\lines.py:1182(set_marker)
       14    0.000    0.000    0.004    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
      240    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       12    0.000    0.000    0.005    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:2138(tick_values)
        2    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_axes.py:2229(<listcomp>)
      105    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\numpy\ma\core.py:580(filled)
        1    0.000    0.000    0.019    0.019 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\axes\_base.py:1262(__clear)
      167    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:1768(__array__)
      495    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\bezier.py:234(degree)
      405    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\_api\__init__.py:80(<genexpr>)
      420    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\artist.py:939(get_rasterized)
       54    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\ticker.py:568(__call__)
       12    0.000    0.000    0.001    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\transforms.py:474(transformed)
      331    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\path.py:730(unit_rectangle)
       26    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\backend_bases.py:3087(_update_cursor)
       78    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\text.py:329(set_rotation_mode)
       17    0.000    0.000    0.000    0.000 C:\Users\clara\miniconda3\envs\icds\Lib\site-packages\matplotlib\cbook\__init__.py:1821(_topmost_artist)
